mean_slope,mean_precipitation,imperviousness,flooded,distance_to_drainage ,min_elevation,min_slope,max_slope
4.02,28.46,35,0,192.61,3,1.15,7.18
6.37,28.46,63,0,0,-1,0.57,14.88
9.25,29.48,6,0,541.71,12,3.34,13.1
4.67,29.48,11,0,582.19,23,1.15,6.41
7.73,29.48,0,0,0,26,1.72,17.47
10.04,31.39,0,0,341.17,24,7.45,13.3
8.61,19.3,4,0,165.2,11,2.29,14.16
5.13,19.59,0,0,236.09,32,1.28,9.46
5.55,19.59,0,0,253.42,33,4.01,7.09
6.85,19.84,0,0,221.72,25,1.28,16.42
22.96,18.61,0,0,0,665,0.57,54.14
16.34,20.46,0,0,0,659,3.85,41.32
19.86,13.9,0,0,26.73,50,16.24,22.83
13.28,13.9,0,0,106.06,42,7.34,16.24
6.79,13.9,0,0,6.02,45,4.05,8.52
10.4,16.88,0,0,22.88,53,7.18,14.65
10.06,13.9,0,0,14.51,48,3.67,18.36
8.97,28.73,0,0,346.85,39,5.19,11.52
6.58,28.73,0,0,370.85,50,3.34,10.89
15.22,27.67,0,0,81.94,35,11.54,18.67
5.78,28.73,0,0,387.56,43,1.28,11.03
9.74,27.67,0,0,181.72,49,6.33,13.07
7.74,28.73,0,0,353.68,54,6.71,9.54
12.65,27.67,0,0,431.46,38,5.13,22.93
17.17,28.73,0,0,761.31,38,12.16,20.58
36.64,6.93,0,0,55.41,1666,13.78,49.14
21.7,6.93,0,0,263.93,1726,15.49,28.47
25.35,6.93,0,0,176.9,1725,19.49,40.07
31.35,6.93,0,0,135.61,1722,21.05,38.92
9.32,6.93,0,0,231.35,1652,1.28,16.72
22.15,6.93,0,0,5.65,1668,12.73,35.92
17.31,6.93,0,0,129.75,1658,11.97,27.99
25.18,6.93,0,0,60.66,1679,11.76,37.9
32.59,6.93,0,0,304.4,1779,24.14,40.07
24.41,11.67,0,0,0,593,6.54,51.59
33.3,12.96,0,0,507.66,637,9.33,49.63
10.65,0,0,0,229.45,914,8.05,12.57
5.57,0,0,0,482.3,949,2.92,7.8
11.33,0,0,0,765.81,969,7.99,20.07
5.65,0,0,0,31.61,905,1.72,10.52
13.5,0,0,0,665.64,994,4.48,24.3
10.85,0,0,0,259.67,940,7,14.52
6.61,0,0,0,893.47,988,4.05,8.97
12.41,0,0,0,205.49,969,9.8,13.96
3.43,0,0,0,250.16,916,2.92,3.67
39.32,0,0,0,167.21,1272,22.62,54.66
7.12,0,0,0,321.36,930,3.09,10.26
6.81,0,0,0,130.95,910,6.41,7.45
24,0,0,0,682.74,1056,16.87,29.81
11.34,0,0,0,0,907,5.29,14.91
15.59,0,0,0,728.49,1006,8.75,20
7.05,0,0,0,247.62,923,6.41,7.69
6.52,0,0,0,308.59,907,2.07,11.54
6.65,0,0,0,668.14,958,4.48,11.13
3.16,0,0,0,616.2,979,1.15,4.93
8.69,0,0,0,276.75,917,5.73,12.57
4.16,0,0,0,109.99,906,1.62,6.2
10.08,0,0,0,383.71,923,7.69,12.57
6.18,0,0,0,14.45,902,0.81,17.2
32.88,0,0,0,358.6,1464,17.44,50.44
3.96,0,0,0,59.32,896,1.81,5.9
25.81,0,0,0,652.01,1058,16.87,36.46
25.37,0,0,0,74.96,1213,16.22,40.83
6.85,0,0,0,170.64,920,1.28,11.13
11.63,0,0,0,622.25,1021,6.41,14.33
20.19,0,0,0,550.87,1029,12.82,30.08
8.92,0,0,0,0,898,1.72,22.36
9.89,0,0,0,128.83,935,7,16.23
9.46,0,0,0,64.89,901,2.36,13.07
8.01,0,0,0,165.28,915,3.34,13.68
19.4,0,0,0,297.66,950,8.97,31.28
11.98,0,0,0,111.37,911,4.73,17.05
9.16,0,0,0,62.64,896,4.62,11.52
9.08,0,0,0,0,899,3.49,17.05
8.49,0,0,0,109.94,907,5.85,11.76
27.12,0,0,0,4.39,1530,7.65,49.95
30.82,0,0,0,0,1381,9.75,46.61
30.54,0,0,0,231.32,1025,8.68,56.85
13.71,0,0,0,679.71,998,4.62,19.06
14.85,0,0,0,792.69,999,9.33,20.06
8.17,0,0,0,17.24,926,2.43,23.57
5.83,0,0,0,45.21,916,2.56,8.52
7.83,0,0,0,897.14,957,6.9,8.97
5.34,0,0,0,915.3,985,0.81,8.6
1.73,0,0,0,901.68,988,0.81,3.09
5.51,0,0,0,613.23,975,1.62,11.13
22.41,6.93,0,1,282.35,1648,12.57,49.52
8.88,0,0,0,232.52,922,6.54,12.52
9.93,10.22,0,0,535.76,984,4.73,19.27
23.66,10.22,0,0,0.21,948,8.68,37.49
14.52,7,0,0,0,839,1.28,51.57
13.75,8.61,0,0,68.56,829,2.29,26.73
18.04,10.22,0,0,254.89,1007,4.48,29.23
27.66,10.22,0,0,497.57,984,4.73,47.67
21.64,10.22,0,0,336.39,908,10.16,31.18
12.44,11.36,0,0,305.74,1068,11.81,13.07
24.63,11.36,0,0,331.57,1061,23.2,26.15
14.26,11.36,0,0,337.77,1067,13.07,15.44
10.59,11.36,0,0,314.27,1064,0.81,23.2
17.93,8.3,0,0,4.51,793,6.9,24.34
9.48,10.3,0,0,34.13,1008,0.81,16.32
25.19,8.35,0,0,84.2,992,8.15,36.5
8.41,34.57,0,0,400.54,53,7.48,9.24
13.48,30.53,0,0,399.15,40,2.36,22.33
9.67,16.06,0,0,149.16,1104,0.81,19.9
20.47,16.06,0,0,198.13,1105,15.08,25.4
5.82,27.67,0,0,504.52,40,4.05,7.99
8.96,27.67,0,0,238.25,36,2.87,15.6
4.48,27.67,0,0,628.77,41,1.28,6.17
10.16,27.67,0,0,553.04,30,5.13,16.42
11.86,27.67,0,0,298.49,27,3.09,18.36
33.23,8.35,0,0,153.58,736,4.62,82.09
24.23,13.12,0,0,637.58,838,5.76,42.06
15.67,13.12,0,0,641.81,869,0,33.75
17.03,13.12,0,0,671.85,909,8.9,30.43
16.14,11.51,0,0,62.35,52,3.09,24.89
14.3,11.51,0,0,78.25,47,1.81,23.08
45.61,7,0,0,93.91,905,20.77,65.28
13.25,8.35,0,0,397.34,868,5.99,21.14
36.08,8.35,0,0,249.52,834,27.04,43.76
21.9,8.35,0,0,31.71,829,9.26,31.39
15.49,8.35,0,0,12.74,843,4.05,29.84
9.39,8.35,0,0,3.1,839,1.72,24.71
18.22,8.35,0,0,0,821,6.54,31.29
16.26,8.39,0,0,23.93,859,0.81,33.85
28.83,8.44,0,0,119.19,1033,21.76,34.19
12.5,13.9,0,0,355.7,41,1.81,28.67
9.42,13.9,0,0,83.56,39,1.28,24.32
12.45,13.9,0,0,99.3,58,9.9,15.01
12.27,13.9,0,0,140.19,66,4.01,18.49
11.58,13.9,0,0,74.59,36,4.13,17.05
10.65,13.9,0,0,14.79,35,2.07,19.06
34.6,14.04,0,0,343.11,1660,6.49,71.32
34.47,14.04,0,0,101.04,1598,3.85,54.3
25.37,7.02,0,0,0,1565,7.96,45.52
20.08,6.14,0,0,198.48,1518,12.27,25.17
12.74,6.14,0,0,19.64,1529,3.85,21.22
11.43,6.14,0,0,46.46,1530,3.85,20.07
19.73,7.02,0,0,290.66,1584,7.48,34.14
27.35,6.14,0,0,142.8,1506,15.97,36.97
8.17,14.04,0,0,96.9,1763,5.44,11.47
36.33,3.07,0,0,0,1401,10.34,85.38
23.47,6.14,0,0,242.58,1380,8.73,38.05
13.77,14.04,0,0,0,1768,4.93,27.67
28.84,3.07,0,0,81.54,1611,25.8,31.2
38.74,6.14,0,0,36.05,1559,9.76,68.36
12.39,6.14,0,0,42.44,1546,11.26,13.63
25.79,3.07,0,0,645.4,1276,12.82,38.86
14.75,6.14,0,0,76.49,1536,7.54,21.28
13.11,14.04,0,0,150.76,1770,7.99,21.61
12.26,14.04,0,0,68.86,1769,6.41,24.41
7.02,14.04,0,0,55.91,1765,4.9,10.34
8.43,10.79,0,0,499.87,1089,4.9,11.61
10.99,10.79,0,0,404.5,1078,4.05,19.57
17.79,11.76,0,0,541.8,1130,9.9,25.67
19.58,11.76,0,0,541.8,1123,11.82,25.67
6.47,11.76,0,0,114.39,1130,2.92,14.68
13.93,13.51,0,0,245.72,1133,7.8,20.67
11.03,13.51,0,0,332.33,1106,6.9,15.86
8.44,13.51,0,0,0,1103,0.81,18.81
9.64,13.51,0,0,114.65,1106,7.18,16.15
10.32,11.76,0,0,287.28,1125,5.73,14.65
17.34,11.76,0,0,581.13,1126,11.82,23.95
7.71,12.64,0,0,273.22,1106,1.62,14.19
8.85,13.51,0,0,142.69,1121,0.57,18.91
14.51,17.91,0,0,1041.17,751,14.5,14.52
19.49,17.91,0,0,624.38,698,5.13,45.76
9.64,17.91,0,0,885.21,684,4.73,13.09
20.57,17.91,0,0,614.75,701,3.24,38.25
20.59,17.91,0,0,946.3,672,13.09,32.46
11.56,27.67,0,0,212.51,30,8.77,14.34
8.51,27.67,0,0,71.17,22,3.67,13.49
1.3,23.24,0,0,286.42,11,0.57,2.07
3.28,23.24,0,0,307.67,10,0.57,6.41
4.25,23.24,5,0,179.64,9,2.36,5.73
3.94,23.24,0,0,596.28,12,2.56,5.29
4.69,23.24,0,0,348.42,11,3.85,5.29
4.41,21.55,0,0,69.02,9,1.72,9.81
3.54,23.24,0,0,285.66,9,2.07,4.13
5.6,21.55,0,0,3.64,3,0.81,9.33
1.82,23.24,0,0,136.63,12,1.28,2.36
6.09,22.4,3,0,0,4,0.81,10.52
4.93,23.24,4,0,92.91,4,2.07,13.07
4.45,23.24,0,0,269.26,10,2.56,6.41
3.47,23.24,0,0,550.49,8,1.15,5.13
2.01,23.24,0,0,832.06,14,0.81,2.87
3.17,21.55,0,0,293.25,11,1.15,5.73
6.33,23.24,0,0,307.3,5,4.01,9.07
4.39,23.24,0,0,329.97,11,3.24,5.9
4.13,23.24,0,0,134.61,7,1.28,5.65
3.12,23.24,6,0,55.93,9,0.57,5.13
3.83,23.24,5,0,87.82,7,1.15,5.44
2.11,23.24,0,0,716.92,13,1.62,2.92
3.5,23.24,0,0,16.87,10,0.57,6.41
3.66,23.24,9,0,156.35,7,1.72,5.65
6.69,23.24,4,0,318.97,7,3.34,9.24
4.61,23.24,6,0,462.32,11,3.34,5.29
3.96,23.24,1,0,126.97,10,3.44,4.59
5.45,23.24,0,0,727.78,12,2.92,7.8
1.68,21.55,0,0,186.29,11,0.57,2.36
1.96,23.24,0,0,341.67,11,0.81,2.87
5.48,23.24,0,0,36.1,6,0.81,12.52
5.04,23.24,0,0,5.44,9,2.36,8.62
4.7,21.55,0,0,37.05,11,1.81,7.18
5.34,22.4,0,0,485.23,8,3.63,6.9
3.66,23.24,3,0,0,6,1.15,8.11
4.49,23.24,3,0,408.42,9,2.07,6.9
4.27,23.24,0,0,159.62,8,1.81,8.21
2.01,23.24,0,0,148.7,9,0.81,3.24
3.09,23.24,0,0,767.26,11,0.57,4.62
4.9,23.24,6,0,9.64,2,0.81,12.09
3.92,23.24,0,0,121.85,8,0.57,8.21
2.02,23.24,14,0,784.73,11,0.57,3.34
2.85,21.55,0,0,304.36,10,1.15,4.05
1.94,21.55,2,0,596.19,11,0,4.05
4.1,23.24,0,0,139.9,9,2.92,5.29
4.69,23.24,1,0,117.37,8,0.57,8.21
2.36,23.24,0,0,963.33,12,1.62,3.09
3.2,21.55,2,0,94.73,9,1.81,6.31
2.35,23.24,0,0,392.5,12,1.62,3.09
5.03,23.24,0,0,282.8,5,1.72,6.97
3.72,23.24,2,0,80.15,9,0.57,6.69
4.46,23.24,1,0,202.49,10,2.56,6.2
2.2,23.24,7,0,234.96,10,1.15,3.09
5.11,23.24,0,0,772.57,8,4.17,5.99
6.13,21.55,0,0,23.13,5,1.28,10.88
3.49,23.24,5,0,855.2,13,2.56,4.9
4.49,23.24,3,0,560.62,12,4.01,5.29
3.25,23.24,0,0,422.79,10,1.62,4.05
1.7,23.24,9,0,252.74,12,0.57,3.09
2.99,23.24,0,0,641.93,12,0.57,8.15
7.51,23.24,0,0,146.9,10,3.85,11.13
6.48,22.4,10,0,123.44,3,1.81,14.06
1.32,21.55,0,0,101.48,9,0,2.43
4.02,21.55,0,0,57.65,7,2.07,6.33
6.13,23.24,0,0,536.87,5,2.29,12.31
3.58,22.32,0,0,249.35,9,0.57,6.2
3.46,23.24,0,0,84.11,9,2.43,4.62
4.13,23.24,1,0,218.52,8,1.28,8.35
3.86,23.24,0,0,502.87,11,2.87,5.13
1.22,23.24,6,0,630.57,11,0.81,1.62
4.2,23.24,0,0,413.86,9,2.07,6.9
1.73,23.24,1,0,350.07,13,0.81,3.09
2.61,23.24,3,0,737.03,8,0.81,4.62
3.74,23.24,0,0,168.89,7,2.07,5.44
2.67,23.24,0,0,40.65,7,0.81,4.62
2.85,22.4,3,0,443.39,12,1.15,4.37
5.05,23.24,0,0,51.06,12,4.13,6.54
3.82,23.24,0,0,607.3,7,2.36,5.44
4.63,23.24,0,0,12.79,9,2.87,6.69
2.8,23.24,4,0,388.13,10,1.15,6.54
4.12,23.24,0,0,54.7,5,1.28,7.8
3.33,23.24,8,0,107.88,7,1.28,4.9
4.77,21.55,0,0,89.59,7,1.28,8.52
8,23.24,3,0,114.23,12,3.63,16.54
4.11,23.24,7,0,121.79,11,3.34,4.93
3.97,23.24,4,0,471.18,10,3.34,4.62
2.77,23.24,5,0,445.28,11,1.15,4.13
3.36,23.24,0,0,144.57,9,0.81,5.44
4.13,23.24,3,0,3.93,7,2.87,6.31
2.8,23.24,0,0,416.65,9,0.81,4.9
3.06,23.24,0,0,428.97,11,1.81,4.48
2.53,23.24,0,0,435.45,11,0.81,4.48
5.74,23.24,0,0,752.13,5,1.15,11.76
2.3,21.55,1,0,131.6,10,0.81,5.29
2.29,21.77,0,0,82.24,9,0.57,4.05
5.11,21.55,3,0,468.27,8,3.09,7.48
6.12,21.55,0,0,77.56,7,4.05,7.8
3.42,23.24,0,0,158.18,9,0.57,5.65
3.33,23.24,0,0,109.05,7,1.28,5.29
5.46,23.24,0,0,123.76,4,0.81,9.19
5.17,23.24,6,0,137.87,9,1.15,8.6
2.99,23.24,0,0,161.95,7,1.15,5.19
1.91,21.55,7,0,185.37,13,0.81,2.87
2.15,21.55,0,0,266.92,11,1.15,2.92
5.86,23.24,0,0,761.24,9,5.29,6.41
2.38,23.24,3,0,384.62,13,0.81,4.48
8.57,23.24,0,0,369.73,9,6.41,10.32
2.44,23.24,6,0,589.77,11,1.62,3.34
4.73,23.24,7,0,184.57,9,2.56,6.69
2.05,23.24,0,0,416.85,9,1.15,2.56
2.17,23.24,15,0,212.76,10,0.81,3.63
2.7,21.55,2,0,443.53,12,1.15,4.01
7.54,23.24,0,0,308.23,5,6.2,9.07
4.59,23.24,0,0,95.69,14,4.05,5.13
2.56,23.24,2,0,103.82,9,0.81,4.48
1.68,23.24,5,0,419.44,11,1.15,2.07
4.82,23.24,14,0,160.44,6,2.07,6.97
1.43,23.24,0,0,155.71,10,0,2.87
3.18,23.24,0,0,549.31,12,0.57,5.41
4.24,23.24,12,0,182.47,10,1.15,6.9
3.1,23.24,0,0,167.03,10,1.28,4.62
6.33,21.55,0,0,0,4,4.86,8.75
4.41,23.24,3,0,58.14,8,2.07,6.69
3.36,23.24,1,0,696.19,11,2.87,3.85
2.84,23.24,0,0,737.58,12,2.36,3.24
5.09,23.24,8,0,145.98,10,3.34,8.52
3.82,23.24,0,1,579.9,0,0,11.38
1.87,21.55,8,0,560.15,11,0,4.17
2.25,21.98,0,0,192.04,8,0.57,4.17
5.66,23.24,0,0,34.47,7,3.49,7.8
2.82,23.24,0,0,239.61,8,1.28,4.62
5.42,23.24,4,0,422.93,3,2.56,8.11
3.72,23.24,0,0,22.81,1,0.81,8.9
4.8,23.24,5,0,54.43,2,0,10.26
2.77,23.24,3,0,783.87,11,2.29,3.24
8.07,23.24,1,0,609.11,15,3.63,11.31
2.49,21.98,0,1,118.11,0,0,8.35
6.56,21.98,0,0,415.84,7,4.05,9.24
4.73,23.24,0,0,163.68,8,1.72,7.99
4.98,23.24,0,0,81.62,9,1.81,6.33
5.95,23.24,0,0,42.78,8,3.34,9.33
3.15,23.24,0,0,116.64,7,1.15,5.19
3.13,23.24,0,0,31.34,8,1.62,4.62
2.56,23.24,0,0,87.77,5,0,6.17
4.64,23.24,0,0,89.09,3,1.28,7.65
4.08,23.24,0,0,81.77,6,1.15,8.21
2.43,23.24,0,0,65.05,7,0.57,6.33
3.06,23.24,0,0,168.35,8,0,5.19
2.42,23.24,0,0,107.11,8,0,4.9
3.17,23.24,0,0,97.72,9,1.28,4.13
2.36,21.55,0,0,256.15,11,2.29,2.43
1.69,21.55,0,0,325.1,11,0.81,3.49
3.69,21.55,7,0,314.51,8,1.28,6.97
2.7,21.55,3,0,409.82,12,2.07,4.05
5.23,21.55,0,0,260.39,11,3.63,7.45
7.06,21.55,0,0,2.45,6,4.62,10.57
4.82,21.55,0,0,370.27,3,1.28,7.69
2.55,21.55,0,0,345.68,11,0.81,5.29
1.77,21.55,0,0,364.66,10,1.62,2.07
3.96,21.55,0,0,388.28,10,0.57,9.07
2.85,21.55,0,0,389.81,11,2.07,3.63
3.2,21.55,0,0,484.76,10,1.15,6.41
3.98,21.55,0,0,358.31,3,0.57,8.77
3.38,21.55,0,0,181.73,8,0.57,5.29
2.12,21.55,0,0,323.58,10,1.72,2.56
4.33,23.24,0,0,0,5,0.57,9.61
5.81,21.55,2,0,1.75,5,4.73,6.41
3.5,23.24,0,0,5.43,11,0,9.33
6.29,23.24,0,0,37.63,7,4.62,8.15
7.39,23.24,16,0,44.85,1,1.81,18.93
1.79,23.24,0,0,744.35,10,0,4.37
1.8,21.55,0,0,171.33,12,1.28,2.29
3.13,21.55,0,0,149.32,11,2.07,4.05
6.66,23.24,0,0,152.57,0,1.28,13.38
1.43,21.55,0,0,269.89,14,0.57,2.56
4.79,21.55,0,0,243.92,6,1.81,8.35
5.1,21.55,0,0,205.32,8,2.56,8.47
3.61,23.24,0,0,136.8,9,0,6.2
3.13,23.24,0,0,0,9,0,7.48
2.99,23.24,0,0,205.83,9,2.07,4.62
4.76,23.24,0,0,43.15,12,1.72,6.33
2.17,21.55,0,0,199.74,11,1.28,2.92
4.96,23.24,0,0,85.61,7,1.15,10.95
4.6,23.24,0,0,208.01,7,2.07,8.75
4.44,23.24,0,0,500.23,10,3.85,4.86
3.69,23.24,0,0,141,11,2.07,5.65
5.47,23.24,0,0,147.09,9,5.29,5.65
2.37,21.55,0,0,450.39,10,0,4.73
1.99,21.55,6,0,567.13,11,0,4.59
4.1,21.55,0,0,81.45,9,2.43,7.09
5.92,23.24,0,0,70.42,6,2.29,10.16
2.07,23.24,5,0,173.73,10,0.81,4.62
4.85,23.24,0,0,33.27,10,1.15,7
4.18,21.55,7,0,366.68,10,1.28,6.9
2.93,21.55,6,0,179.96,12,0,6.54
1.32,21.55,0,0,487.11,3,0.57,2.56
4.24,21.55,0,0,425.76,4,2.87,6.33
3.43,21.55,0,0,248.48,9,1.28,5.65
3.77,21.55,0,0,367.27,10,2.36,4.62
5.26,21.55,0,0,219.88,8,4.37,6.9
6.64,21.55,0,0,136.89,7,4.93,8.73
5.05,21.55,0,0,271.43,10,1.72,8.47
4.47,22.4,0,0,11.24,7,2.36,6.49
4.15,23.24,5,0,136.23,6,1.28,5.73
2.88,21.55,0,0,325.1,12,2.29,3.49
2.8,21.55,2,0,312.95,12,2.07,4.05
3.41,22.4,0,0,196.24,11,0.81,6.2
4.11,23.24,0,0,302.48,12,1.62,7.25
2.67,23.24,13,0,783.87,9,0.57,4.9
3.79,23.24,8,0,209.85,8,1.62,6.2
1.96,22.4,3,0,182.47,11,0.57,3.63
6.17,21.55,7,0,58.58,8,4.62,8.96
1.76,16.61,0,0,267.47,19,1.15,3.34
6.19,15.66,0,0,175.18,18,1.15,24.84
3.75,15.66,0,0,0,14,1.72,5.13
6.13,15.66,0,0,309.99,17,5.19,6.9
4.1,15.66,0,0,20.39,13,0,7.8
6.98,16.14,0,0,0,10,0.81,13.63
4.95,15.66,0,0,119.35,19,2.36,9.86
23.54,16.61,0,0,57.82,15,9.07,45.65
4.99,15.66,0,0,0,25,4.37,5.85
3.48,16.61,0,0,206.37,22,1.62,5.29
3.28,16.61,0,0,200.38,21,1.81,6.9
2.39,15.66,0,0,144.2,19,0.57,3.67
3.9,15.66,0,0,0,19,1.15,7.48
1.61,15.66,0,0,472.59,25,0,4.01
3.2,15.66,0,0,397.69,19,1.72,5.13
3.19,15.66,3,0,546.21,19,0.57,4.9
5.66,16.61,0,0,102.3,19,3.85,8.52
8.19,16.61,0,0,353.19,16,1.62,15.44
11.56,16.61,0,0,186.43,18,3.67,21.08
9.81,15.66,0,0,24.43,12,7.69,12.05
2.58,16.61,0,0,199.54,20,0,4.05
6.28,15.66,0,0,244.51,20,2.29,10.21
4.11,16.61,0,0,153.55,16,0.57,7.99
3.67,15.66,0,0,145.99,18,1.62,7.69
6.59,15.66,0,0,385.25,26,2.07,11.01
6.63,15.66,0,0,11.84,14,1.81,14.62
4.57,15.66,0,0,85.67,11,2.36,7.65
4.31,15.66,0,0,197.64,22,2.56,6.31
3.46,15.66,0,0,232.34,17,1.62,6.54
3.87,15.66,0,0,236.18,22,1.28,5.41
4.91,15.66,0,0,115.89,17,0.81,7.65
8.47,15.66,0,0,489.29,20,8.21,8.92
4.39,15.66,0,0,205.11,18,2.29,6.2
3.06,15.66,0,0,160.11,17,0.57,5.73
3.86,16.61,0,0,12.85,17,2.29,5.9
3.45,15.66,0,0,0,22,0,7.34
5.1,15.66,0,0,287.11,17,2.36,10.03
2.24,16.61,0,0,144.65,20,0,3.85
3.3,16.61,0,0,284.12,19,1.28,7.09
1.72,16.61,0,0,238.15,20,1.62,1.81
1.08,15.66,0,0,547.5,24,0.81,1.62
2.71,15.66,0,0,414.23,19,0,5.76
3.49,15.66,0,0,20.8,26,3.34,3.63
2.17,15.66,0,0,145.5,19,1.62,2.92
3.47,15.66,0,0,171.07,20,2.56,5.29
6.21,15.66,0,0,141.49,16,3.85,13.38
3.61,15.66,0,0,88.27,20,2.07,5.16
4.12,15.66,0,0,208.12,16,2.07,5.9
2.32,15.66,0,0,67.3,27,2.07,2.56
4.65,15.66,0,0,255.63,26,4.13,5.16
8.91,16.61,0,0,0,14,5.13,13.63
2.63,15.66,0,0,151.24,21,0,5.19
3.51,15.66,0,0,163.45,19,1.81,4.9
0.69,15.66,0,0,106.85,22,0.57,0.81
6.06,15.66,0,0,385.37,23,4.13,8.47
5.41,22.57,11,0,0,10,0.81,10.34
1.68,15.66,0,0,183.28,24,1.15,2.07
3.87,15.66,0,0,103.97,20,1.62,5.99
12.32,16.61,0,0,425.58,28,5.29,17.66
5.38,15.66,0,0,301.5,11,3.44,7.99
8.51,15.66,0,0,9.95,10,3.67,12.59
2.92,16.61,0,0,346.51,19,0,6.2
6.1,15.66,0,0,142.84,14,0.57,10.21
3.39,15.66,0,0,249.28,25,0.57,5.16
4.28,15.66,0,0,98.8,10,1.15,9.26
3.45,15.66,0,0,239.33,22,1.28,6.09
4.31,15.66,0,0,537.13,24,4.13,4.48
3.71,15.66,0,0,199.72,17,2.07,4.93
2.41,15.66,0,0,194.09,17,0.81,4.13
4.42,16.61,0,0,498.57,29,1.62,7.45
3.27,16.61,0,0,232.7,24,1.28,5.29
4.58,15.66,0,0,176.95,11,1.28,6.93
5.86,15.66,0,0,0,22,1.28,12.63
4.86,15.66,0,0,169.84,13,0,10.52
12.07,16.61,0,0,229.18,31,5.13,18.92
10.29,16.14,0,0,159.38,17,6.33,15.44
3.81,15.66,0,0,184.23,21,1.62,5.9
5.05,16.61,0,0,19.15,20,2.07,7.8
11.43,16.61,0,0,338.98,30,9.24,13.88
3.78,15.66,0,0,384.29,21,2.87,4.62
7.66,15.66,0,0,186.04,21,1.81,10.16
3.64,15.66,0,0,9.61,24,2.87,4.62
4.47,15.66,0,0,137.96,21,2.07,6.54
4.03,15.66,0,0,73.54,9,0.57,8.05
3.59,15.66,0,0,0,21,0.81,5.44
3.31,15.66,0,0,40.92,29,1.15,5.29
3.62,15.66,0,0,80.95,26,1.15,5.85
12.01,16.61,0,0,55.26,24,4.62,21.91
3.4,16.61,0,0,353.08,27,1.28,5.19
8.59,15.66,0,0,199.72,24,1.28,16.09
5.93,22.57,0,0,0,16,1.28,14.37
3.69,15.66,0,0,284.89,26,1.81,5.29
3.87,15.66,0,0,173.88,25,1.28,6.54
5.66,22.57,0,0,130.09,23,1.62,12.27
5.09,15.66,0,0,347.24,31,4.93,5.41
5.36,15.66,0,0,50.77,15,0,17.03
5.2,15.66,0,0,1.89,14,1.28,12.67
4.09,15.66,0,0,111.94,15,0.57,7.3
3.4,15.66,0,0,0,24,0.57,6.17
3.3,15.66,0,0,2.3,22,0.57,8.11
4.32,15.66,0,0,81.32,13,0,12.82
5.73,15.66,0,0,4.47,9,1.62,9.61
6.11,15.66,0,0,220.85,18,3.49,8.68
3.18,15.66,0,0,201.86,20,1.28,5.29
7.1,15.66,0,0,12.37,13,4.17,9.26
6.17,15.66,0,0,438.6,25,6.17,6.17
6.17,15.66,0,0,447.12,26,6.17,6.17
6.17,15.66,0,0,441.37,25,6.17,6.17
3.78,15.66,0,0,122.28,22,0,8.9
3.1,15.66,0,0,186.47,21,2.36,4.37
7.69,16.61,0,0,266.42,39,1.28,13.43
6.08,16.14,0,0,319.21,27,3.85,9.86
9.06,15.66,0,0,201.98,26,6.2,13
8.94,15.66,0,0,119.89,12,4.93,11.52
6.5,16.61,0,0,0,18,2.07,13.19
4.97,15.66,0,0,186.17,18,1.15,8.11
4.83,15.66,0,0,270.29,18,0.81,8.03
4.82,15.66,0,0,173.51,20,0.81,6.09
5.15,15.66,0,0,289.57,18,1.81,9.07
4.14,15.66,0,0,90.75,18,1.28,5.29
4.66,15.66,0,0,395.78,16,1.28,8.15
3.45,15.66,0,0,117.3,12,1.81,5.16
2.59,15.66,0,0,11.82,11,0.57,4.62
4.09,15.66,0,0,94.66,18,1.28,6.9
4.71,15.66,0,0,395.7,15,2.87,6.33
8.34,15.66,0,0,135.13,13,3.34,13.78
3.21,16.61,0,0,320.73,19,1.28,4.62
11,16.14,0,0,167.79,15,2.56,22.13
4.34,16.61,0,0,39.99,16,1.62,9.75
6.94,16.61,0,0,177.58,20,5.19,10.16
3.89,17.14,0,0,199.05,24,0.81,6.9
9.79,17.14,0,0,349.2,18,2.92,14.62
6.87,17.14,0,0,561.52,11,1.15,12.27
4.94,17.14,0,0,112.16,23,1.81,9.49
5.86,17.14,0,0,166.48,12,2.07,11.38
9.82,17.14,0,0,182.23,19,1.28,15.14
10.54,14.04,0,0,523.86,1673,6.69,16.86
41.83,14.04,0,0,345.97,1628,22.96,54.3
25.08,6.14,0,0,351.68,1505,19.23,35.27
25.02,6.14,0,0,363.08,1378,24.11,25.64
15.85,14.04,0,0,174.21,1776,13.07,18.78
9,19.3,4,0,109.82,12,5.99,12.88
8.03,19.3,7,0,599.84,30,6.41,8.9
9.9,19.3,7,0,739.28,13,5.29,13.38
10.49,19.3,4,0,17.35,1,4.01,18.93
14.68,19.3,4,0,481.35,27,4.73,25.98
12.99,19.3,0,0,625.62,20,7.8,16.43
6.34,19.3,16,0,2.65,13,2.92,8.27
7.66,16.26,12,0,121.57,8,2.56,12.57
5.95,19.3,35,0,780.73,22,1.28,9.54
7.37,19.3,22,0,3.69,13,3.85,10.57
9.3,19.3,0,0,15.53,21,8.47,10.14
7.04,19.3,28,0,354.76,3,0,15.15
3.99,16.26,38,0,358.77,10,1.62,8.62
2.43,28.45,4,0,297.17,14,1.62,3.24
0.73,19.3,0,0,217.48,8,0.57,0.81
3.75,16.26,14,0,292.51,10,2.07,5.76
2.58,19.3,18,0,706.29,28,0.57,5.73
7.59,19.3,30,0,863.37,9,4.62,15.77
9.18,16.26,7,0,202.56,6,5.9,11.29
